M of C2H2__12C2-1H2__aCeTY,I,v,S,A,gm_a,gm_s,E_f,n_a,dt_a,V_i,V_f,Q_i,Q_f,Ierr,Iref,*,g_i,g_f
26,1,69.20567599999958,9.963700346203158e-38,2.6881e-10,,,4773.0606,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 1 1 0A2g,  11A1u  2E2g,  11A1g  0A2g,0.0005,,,23,23
26,1,70.71490599999925,3.1062392302692866e-33,0.00015986,,,4729.422381,,, 0 1 0 0 0 0 2A1g, 0 1 0 0 0 0 2A2u,   0A1g  0A1g,   1A1u  0A2g,0.001,,,1,3
26,1,70.75750799999969,4.790529693537365e-37,2.1171e-08,,,5343.009932,,, 1 1 0 0 0 0 0A2u, 0 1 0 0 2 1 0E1g,  11A1u  0A2g,  10A1g  1E1g,0.0008062257748298549,,,23,21
26,1,72.86865099999977,8.55621338123352e-34,4.3606e-06,,,4891.581647,,, 0 1 0 0 1 0 1E2g, 0 1 0 0 1 0 1E2u,  11A1g  2E2g,  11A1u  2E2g,0.0009899494936611666,,,23,23
26,1,72.98378200000025,2.5731942856459195e-33,4.3779e-06,,,4891.510533,,, 0 1 0 0 1 0 1E2g, 0 1 0 0 1 0 1E2u,  11A2g  2E2g,  11A2u  2E2g,0.001140175425099138,,,69,69
26,1,75.45082299999922,1.2503797579938221e-32,4.1273e-05,,,4775.127052000001,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  10A1u  2E2g,  11A1g  2E2g,0.0007071067811865475,,,21,23
26,1,75.45171400000072,3.743995526338781e-32,4.1205e-05,,,4775.177140999999,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  10A2u  2E2g,  11A2g  2E2g,0.0006708203932499369,,,63,69
26,1,75.77230400000008,1.5726930204003797e-31,0.00016509,,,4764.425371,,, 1 0 0 0 4 0 0A2u, 0 1 0 0 2 0 0A1g,  10A2u  0A1g,  11A2g  0A2g,0.00058309518948453,,,63,69
26,1,77.51727500000015,2.107610217783761e-35,7.1094e-08,,,4773.0606,,, 1 0 0 1 3 0 0E2u, 0 1 0 0 1 1 0A2g,  10A1u  2E2g,  11A1g  0A2g,0.00058309518948453,,,21,23
26,1,77.8054860000002,4.522334756750154e-36,4.4714e-09,,,4764.425371,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 2 0 0A1g,  11A2u  2E2g,  11A2g  0A2g,0.0004242640687119285,,,69,69
26,1,78.42166600000064,4.867283451640405e-31,4.993100000000001e-05,,,4051.649572,,, 1 0 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,  10A1g  1E1g,  11A1u  1E1g,0.0003605551275463989,,,21,23
26,1,78.63261700000021,3.530274316568251e-36,6.0927e-09,,,4876.462965,,, 0 1 0 0 0 0 2A1g, 1 0 0 1 3 0 0E2u,  11A2g  0A2g,  11A2u  2E2g,0.0007071067811865475,,,69,69
26,1,78.70072900000105,3.8693817700851473e-31,0.00034899,,,4724.031204999999,,, 0 1 0 0 2 0 0A2u, 0 1 0 1 0 1 0A1g,  10A2u  0A1g,  11A2g  0A2g,0.00022360679774997898,,,63,69
26,1,79.22066600000016,6.866103511375971e-37,1.9331e-09,,,4749.320936,,, 0 1 0 0 2 0 0A2u, 0 1 0 1 1 0 0E2g,  11A1u  0A2g,  10A1g  2E2g,0.0009433981132056604,,,23,21
26,1,79.2721079999992,2.5796863285611432e-36,2.6074000000000003e-09,,,4764.425371,,, 0 1 0 0 1 1 0A1u, 0 1 0 0 2 0 0A1g,  11A2u  0A2g,  11A2g  0A2g,0.0006708203932499369,,,69,69
26,1,81.21687600000132,8.600313705445298e-37,1.0323e-09,,,4775.177140999999,,, 0 1 0 0 0 0 2A2u, 0 1 0 1 1 0 0E2g,  10A2u  0A1g,  11A2g  2E2g,0.0005,,,63,69
26,1,81.64137600000049,3.35554516957601e-33,3.7381e-06,,,4758.556299,,, 1 0 0 0 4 0 0A2u, 1 0 0 2 0 2 0E2g,  10A2u  0A1g,  11A2g  2E2g,0.00058309518948453,,,63,69
26,1,83.67455800000062,3.2723646063244424e-34,3.4271000000000003e-07,,,4758.556299,,, 0 1 0 1 1 0 0E2u, 1 0 0 2 0 2 0E2g,  11A2u  2E2g,  11A2g  2E2g,0.0004242640687119285,,,69,69
26,1,85.14117999999962,1.5620275676971593e-37,1.6701e-10,,,4758.556299,,, 0 1 0 0 1 1 0A1u, 1 0 0 2 0 2 0E2g,  11A2u  0A2g,  11A2g  2E2g,0.0006708203932499369,,,69,69
26,1,86.20348399999966,2.4134186975777987e-33,2.9513e-06,,,4764.425371,,, 1 0 0 1 3 0 0E2u, 0 1 0 0 2 0 0A1g,  10A2u  2E2g,  11A2g  0A2g,0.0006708203932499369,,,63,69
26,1,86.68266699999913,4.155753232977302e-32,2.5185e-05,,,4637.348538,,, 0 1 0 1 0 1 0A1g, 0 1 0 1 0 1 0A2u,  11A2g  0A2g,  10A2u  0A1g,0.00022360679774997898,,,69,63
26,1,87.91891699999906,5.796822550103374e-34,3.4283e-06,,,4876.531381000001,,, 0 1 0 0 1 0 1E2g, 1 0 0 1 3 0 0E2u,  11A1g  2E2g,  11A1u  2E2g,0.0009899494936611666,,,23,23
26,1,88.0313500000002,1.750844709040807e-33,3.4557e-06,,,4876.462965,,, 0 1 0 0 1 0 1E2g, 1 0 0 1 3 0 0E2u,  11A2g  2E2g,  11A2u  2E2g,0.0008602325267042626,,,69,69
26,1,90.52347599999939,3.025679081930941e-31,0.0012399000000000002,,,4775.127052000001,,, 0 1 0 0 1 0 1E2u, 0 1 0 1 1 0 0E2g,  10A1u  2E2g,  11A1g  2E2g,0.0009433981132056604,,,21,23
26,1,91.60658800000056,6.040615941625097e-42,3.4687e-06,,,9031.612269,,, 0 2 0 3 0 0 0E1g, 0 2 0 0 2 0 1E1u,  24A2g  1E1g,  24A2u  1E1g,0.0005,,,147,147
26,1,91.96864600000026,8.372356382341549e-31,0.0011066,,,4764.425371,,, 0 1 0 0 0 0 2A2u, 0 1 0 0 2 0 0A1g,  10A2u  0A1g,  11A2g  0A2g,0.0005,,,63,69
26,1,92.07255600000008,1.3587713775638927e-30,0.0017477999999999999,,,4758.556299,,, 1 0 0 1 3 0 0E2u, 1 0 0 2 0 2 0E2g,  10A2u  2E2g,  11A2g  2E2g,0.0006708203932499369,,,63,69
26,1,92.41666600000099,2.5283409045777386e-31,0.00027622,,,4724.031204999999,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 0 1 0A1g,  10A2u  2E2g,  11A2g  0A2g,0.0003162277660168379,,,63,69
26,1,92.58992800000033,2.091786911870684e-34,8.7205e-07,,,4773.0606,,, 0 1 0 0 1 0 1E2u, 0 1 0 0 1 1 0A2g,  10A1u  2E2g,  11A1g  0A2g,0.0008544003745317531,,,21,23
26,1,92.64933900000005,6.043249407224045e-30,0.00075638,,,4051.649572,,, 0 1 0 1 0 0 0E1g, 0 1 0 0 0 0 1E1u,  10A1g  1E1g,  11A1u  1E1g,0.0003605551275463989,,,21,23
26,1,92.9453399999993,9.013258378333758e-33,3.0711e-05,,,4749.320936,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 1 0 0E2g,  11A1u  2E2g,  10A1g  2E2g,0.0008944271909999159,,,23,21
26,1,94.3477940000007,9.645965699562375e-30,0.0011422000000000001,,,4035.7234439999997,,, 1 0 0 0 3 0 0E1g, 1 0 0 3 0 0 0E1u,  10A1g  1E1g,  11A1u  1E1g,0.0004242640687119285,,,21,23
26,1,95.32430400000021,1.9401685102582683e-24,0.0019711,,,1232.7491619999998,,, 0 0 0 0 2 0 0A2u, 0 0 0 1 0 1 0A1g,   0A2u  0A1g,   1A2g  0A2g,0.0005,,,3,9
26,1,95.87092200000097,2.239258191362856e-35,7.306000000000001e-08,,,4732.670679999999,,, 0 1 0 0 2 0 0A2u, 1 0 0 2 0 2 0E2g,  11A1u  0A2g,  10A1g  2E2g,0.0007810249675906653,,,23,21
26,1,97.83771800000068,1.7720719354656578e-33,2.4537e-06,,,4758.556299,,, 0 1 0 0 0 0 2A2u, 1 0 0 2 0 2 0E2g,  10A2u  0A1g,  11A2g  2E2g,0.0005,,,63,69
26,1,98.70156499999939,1.0264103991186703e-31,0.00021103,,,4856.3940170000005,,, 0 1 0 0 0 0 2A1g, 0 1 0 0 0 0 2A2u,  11A2g  0A2g,  10A2u  0A1g,0.0006403124237432849,,,69,63
26,1,98.77969200000007,6.991676939251329e-42,1.0212e-06,,,8747.287482,,, 3 0 0 0 0 3 0E1u, 2 1 0 1 0 0 0E1g,  26A2u  1E1g,  26A2g  1E1g,0.0003605551275463989,,,159,159
26,1,98.79976999999963,3.1399309317629107e-32,0.00020283,,,4865.650528,,, 0 1 0 0 1 0 1E2g, 0 1 0 0 1 0 1E2u,  11A1g  2E2g,  10A1u  2E2g,0.0010630145812734648,,,23,21
26,1,99.01263500000005,2.379528552153339e-33,1.8863999999999998e-06,,,4659.543664,,, 1 0 0 2 0 2 0E2g, 0 1 0 0 1 0 1E2u,  11A2g  2E2g,  11A2u  2E2g,0.0009486832980505138,,,69,69
26,1,99.85626100000081,2.598798006780814e-32,3.854e-05,,,4833.946628,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 1 0 0E2g,  14A2u  2E2g,  13A2g  2E2g,0.0005385164807134503,,,87,81
26,1,99.86736800000017,8.724899659973523e-33,3.8804e-05,,,4833.850243,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 1 0 0E2g,  14A1u  2E2g,  13A1g  2E2g,0.00058309518948453,,,29,27
26,1,100.0440050000002,7.132924205616759e-25,0.00075986,,,1230.390303,,, 0 0 0 0 2 0 0A2u, 0 0 0 1 0 1 0A1g,   1A1u  0A2g,   0A1g  0A1g,0.0006708203932499369,,,3,1
26,1,100.21899600000052,4.401941935755869e-34,1.8352e-06,,,4732.670679999999,,, 0 1 0 0 0 0 2A2u, 1 0 0 2 0 2 0E2g,   9A1u  0A2g,  10A1g  2E2g,0.0007211102550927978,,,19,21
26,1,100.38052100000004,3.5653112160569276e-30,0.0012263,,,4319.694751,,, 1 0 0 0 0 3 0E1u, 1 0 0 0 3 0 0E1g,  15A1u  1E1g,  16A1g  1E1g,0.0007211102550927978,,,31,33
26,1,100.38434400000006,4.5731318182078105e-35,1.7489999999999998e-07,,,4786.802087,,, 0 1 0 0 2 0 0A2u, 1 0 0 2 0 2 0E2g,  13A1u  0A2g,  12A1g  2E2g,0.0009486832980505138,,,27,25
26,1,100.58483100000012,1.4442802489892069e-30,2.748e-07,,,2626.893408,,, 0 0 0 0 1 3 0A2g, 0 0 0 1 0 3 0A2u,   7A1g  0A2g,   7A1u  0A2g,0.0007810249675906653,,,15,15
26,1,100.61240999999973,1.3944698059072397e-37,1.3505999999999999e-09,,,5018.676748,,, 0 1 0 0 0 0 2A1g, 0 1 0 0 1 0 1E2u,  16A1g  0A1g,  15A1u  2E2g,0.001140175425099138,,,33,31
26,1,100.61524899999972,4.8486189057707596e-26,6.8641e-06,,,1265.7837630000001,,, 0 0 0 1 1 0 0E2u, 0 0 0 1 0 1 0A1g,   4A2u  2E2g,   5A2g  0A2g,0.0009486832980505138,,,27,33
26,1,100.82715699999972,1.4555409441957788e-29,2.7776e-06,,,2626.893408,,, 0 0 0 2 0 2 0E2g, 0 0 0 1 0 3 0A2u,   7A1g  2E2g,   7A1u  0A2g,0.0007071067811865475,,,15,15
26,1,100.86335800000052,1.511936943001506e-38,0.00010003,,,7781.908898999999,,, 0 2 0 1 1 0 0E2g, 0 2 0 1 0 1 0A2u,   5A2g  2E2g,   6A2u  0A1g,0.0007211102550927978,,,33,39
26,1,101.06638800000019,1.7015141925478212e-31,0.0010739,,,4792.977007,,, 0 1 0 0 1 0 1E2g, 0 1 0 1 1 0 0E2u,   8A1g  2E2g,   9A1u  2E2g,0.001140175425099138,,,17,19
26,1,101.09272000000055,3.1544205387428537e-32,0.0002187,,,4891.581647,,, 0 1 0 0 1 0 1E2g, 0 1 0 0 1 0 1E2u,  12A1g  2E2g,  11A1u  2E2g,0.0009899494936611666,,,25,23
26,1,101.12808700000005,3.3239113237948995e-26,0.00035284,,,1874.9729379999999,,, 0 0 0 0 0 1 2E3u, 0 0 0 1 0 1 1E3g,   3A1u  3E3g,   4A1g  3E3g,0.0007810249675906653,,,7,9
26,1,101.1764060000005,1.3794169044671827e-29,8.1053e-05,,,3400.32979,,, 0 1 0 0 0 0 0A1g, 0 1 0 0 0 0 0A2u,  10A1g  0A1g,   9A1u  0A2g,0.0003162277660168379,,,21,19
26,1,101.18770899999981,2.8197556139653727e-30,0.00054244,,,4074.5334840000005,,, 0 1 0 1 0 0 0E1u, 0 1 0 0 0 0 1E1g,   8A1u  1E1g,   9A1g  1E1g,0.0008544003745317531,,,17,19
26,1,101.23345100000006,7.451712685034042e-31,0.00014881,,,4144.298911,,, 0 1 0 1 0 0 0E1u, 0 1 0 1 0 0 0E1g,  11A1u  1E1g,  10A1g  1E1g,0.0004242640687119285,,,23,21
26,1,101.25693899999987,1.2195994178007209e-33,5.0515e-06,,,4749.320936,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  10A1u  2E2g,  10A1g  2E2g,0.0009433981132056604,,,21,21
26,1,101.2858240000005,2.7122068402529127e-33,3.8781999999999996e-06,,,4775.177140999999,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  11A2u  2E2g,  11A2g  2E2g,0.00058309518948453,,,69,69
26,1,101.31343000000015,6.596695852386594e-34,2.987e-06,,,4803.385324,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  12A1u  2E2g,  12A1g  2E2g,0.0007071067811865475,,,25,25
26,1,101.32282099999975,8.600945272758266e-30,0.00055114,,,4074.0532810000004,,, 0 1 0 1 0 0 0E1u, 0 1 0 0 0 0 1E1g,   8A2u  1E1g,   9A2g  1E1g,0.0006708203932499369,,,51,57
26,1,101.33565100000033,1.4173211985438431e-33,2.2986000000000003e-06,,,4833.946628,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  13A2u  2E2g,  13A2g  2E2g,0.00058309518948453,,,81,81
26,1,101.35664000000088,3.3104613339409083e-34,1.7602e-06,,,4866.8606119999995,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  14A1u  2E2g,  14A1g  2E2g,0.0005,,,29,29
26,1,101.36890200000016,6.7844003093779e-34,1.3354e-06,,,4902.126985,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  15A2u  2E2g,  15A2g  2E2g,0.0006708203932499369,,,93,93
26,1,101.40432899999996,8.98639386733222e-34,3.8595e-06,,,4775.127052000001,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  11A1u  2E2g,  11A1g  2E2g,0.0008602325267042626,,,23,23
26,1,101.50888500000019,1.1232016683746505e-37,0.0007466,,,7781.263371999999,,, 0 2 0 1 1 0 0E2g, 0 2 0 0 1 0 1E2u,   5A2g  2E2g,   6A2u  2E2g,0.0005,,,33,39
26,1,101.50944200000049,2.568047435864382e-32,4.5103000000000005e-05,,,4891.192222,,, 0 1 0 0 2 0 0A2u, 0 1 0 0 2 0 0A1g,  16A2u  0A1g,  15A2g  0A2g,0.0007211102550927978,,,99,93
26,1,101.57708600000024,4.665276481211325e-34,2.2754e-06,,,4833.850243,,, 1 0 0 1 3 0 0E2u, 0 1 0 1 1 0 0E2g,  13A1u  2E2g,  13A1g  2E2g,0.00058309518948453,,,27,27
26,1,101.91527000000042,2.789334017051277e-36,1.2592000000000001e-08,,,4831.802341,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 1 1 0A2g,  14A1u  2E2g,  13A1g  0A2g,0.0004242640687119285,,,29,27
26,1,102.14787400000023,8.218479647629386e-33,4.1271000000000005e-05,,,4866.8606119999995,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 1 0 0E2g,  15A1u  2E2g,  14A1g  2E2g,0.0005,,,31,29
26,1,102.17549499999973,4.5427821232152716e-26,0.00047166,,,1995.169775,,, 0 0 0 0 3 0 0E1g, 0 0 0 0 2 1 0E1u,   6A1g  1E1g,   5A1u  1E1g,0.0009433981132056604,,,13,11
26,1,102.24133099999972,4.728768886499142e-24,0.00067736,,,1264.1576810000001,,, 0 0 0 1 1 0 0E2u, 0 0 0 0 1 0 1E2g,   4A2u  2E2g,   5A2g  2E2g,0.0009848857801796104,,,27,33
26,1,102.37639200000012,5.379570305671025e-30,0.00043838,,,4120.8911259999995,,, 1 0 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,   8A2u  1E1g,   9A2g  1E1g,0.0006708203932499369,,,51,57
26,1,102.4365000000007,2.8903196416358745e-32,4.7332e-05,,,4817.381511,,, 0 1 0 0 1 0 1E2u, 1 0 0 2 0 2 0E2g,  12A2u  2E2g,  13A2g  2E2g,0.0004242640687119285,,,75,81
26,1,102.44174099999964,1.8854426724220813e-30,0.00046268,,,4121.508177000001,,, 1 0 0 0 0 3 0E1u, 0 1 0 1 0 0 0E1g,   8A1u  1E1g,   9A1g  1E1g,0.0009219544457292887,,,17,19
26,1,102.4784880000002,1.1759808835243815e-26,0.00020721,,,2132.674897,,, 0 0 0 0 0 3 0E1u, 0 0 0 0 3 0 0E1g,   7A1u  1E1g,   8A1g  1E1g,0.000608276253029822,,,15,17
26,1,102.57693999999992,2.836324776752953e-33,2.1796999999999996e-07,,,4256.899696,,, 1 0 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,  17A2g  1E1g,  17A2u  1E1g,0.0005,,,105,105
26,1,102.66069500000003,1.427028821313755e-25,0.00049656,,,1995.0872760000002,,, 0 0 0 0 3 0 0E1g, 0 0 0 0 2 1 0E1u,   6A2g  1E1g,   5A2u  1E1g,0.0008944271909999159,,,39,33
26,1,102.74350400000003,1.4778890193050812e-33,2.9819000000000005e-07,,,4216.951247,,, 1 0 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,  16A1g  1E1g,  16A1u  1E1g,0.0005,,,33,33
26,1,103.28303499999993,4.6262186959206105e-30,8.1981e-08,,,2131.87035,,, 0 0 0 0 0 3 0E1u, 0 0 0 2 0 0 1E1g,   7A1u  1E1g,   7A1g  1E1g,0.0009219544457292887,,,15,15
26,1,103.28993400000036,2.6746165569257e-39,6.2771e-05,,,8388.810671,,, 1 1 0 0 0 3 0E1g, 1 1 0 0 2 1 0E1u,  30A2g  1E1g,  31A2u  1E1g,0.0006324555320336758,,,183,189
26,1,103.30355100000043,6.290772115953468e-29,3.9578e-07,,,2115.352066,,, 0 0 0 0 0 3 0E1u, 0 0 0 2 0 0 1E1g,   6A2u  1E1g,   6A2g  1E1g,0.0006708203932499369,,,39,39
26,1,103.31670699999995,1.0152065342895731e-31,0.00024454,,,4910.438591,,, 0 1 0 0 0 0 2A1g, 0 1 0 0 0 0 2A2u,  13A2g  0A2g,  12A2u  0A1g,0.000848528137423857,,,81,75
26,1,103.39149700000007,2.6073026909500884e-23,0.00049552,,,661.054495,,, 0 0 0 1 0 0 0E1u, 0 0 0 0 0 0 1E1g,   5A1u  1E1g,   6A1g  1E1g,0.0004242640687119285,,,11,13
26,1,103.40562899999986,3.1006514065061606e-32,0.00023465,,,4919.719169,,, 0 1 0 0 1 0 1E2g, 0 1 0 0 1 0 1E2u,  13A1g  2E2g,  12A1u  2E2g,0.0008602325267042626,,,27,25
26,1,103.4707810000009,2.2821860553850437e-36,9.9471e-09,,,4773.0606,,, 1 0 0 1 3 0 0E2u, 0 1 0 0 1 1 0A2g,  11A1u  2E2g,  11A1g  0A2g,0.0007615773105863909,,,23,23
26,1,103.48326799999995,3.5539284235324727e-37,0.0018614999999999999,,,7761.745076,,, 1 1 0 1 0 3 0A2u, 1 1 0 2 0 2 0A1g,   6A2u  0A1g,   5A2g  0A2g,0.0010630145812734648,,,39,33
26,1,103.53888700000061,1.1176142336635323e-32,1.4177000000000002e-06,,,4026.532351,,, 1 0 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,  10A1g  1E1g,  10A1u  1E1g,0.0004242640687119285,,,21,21
26,1,103.62498800000049,2.7038334472155985e-36,1.3381000000000001e-08,,,4831.802341,,, 1 0 0 1 3 0 0E2u, 0 1 0 0 1 1 0A2g,  13A1u  2E2g,  13A1g  0A2g,0.0004242640687119285,,,27,27
26,1,103.64205099999936,4.4049359164985126e-32,1.8384999999999998e-06,,,4003.01489,,, 1 0 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,   9A2g  1E1g,   9A2u  1E1g,0.0003605551275463989,,,57,57
26,1,103.74224799999865,1.1168777033287287e-37,0.00087104,,,7767.354412000001,,, 0 2 0 1 1 0 0E2g, 0 2 0 0 1 0 1E2u,   4A2g  2E2g,   5A2u  2E2g,0.0006403124237432849,,,27,33
26,1,104.29861199999868,2.3979256315571513e-41,0.00033918,,,9621.57622,,, 1 2 0 0 0 0 1E1g, 1 2 0 0 0 0 1E1u,  20A2g  1E1g,  21A2u  1E1g,0.0004123105625617661,,,123,129
26,1,104.43571800000063,2.2970708047527964e-32,4.4059e-05,,,4902.126985,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 1 0 0E2g,  16A2u  2E2g,  15A2g  2E2g,0.0008544003745317531,,,99,93
26,1,104.45284100000026,5.305780412691445e-29,3.6824e-06,,,2606.456087,,, 0 0 0 0 1 3 0A2g, 0 0 0 0 1 1 2E2u,   6A2g  0A1g,   6A2u  2E2g,0.0009219544457292887,,,39,39
26,1,104.46021999999994,7.750489828718598e-33,4.4574e-05,,,4901.959001,,, 0 1 0 1 1 0 0E2u, 0 1 0 1 1 0 0E2g,  16A1u  2E2g,  15A1g  2E2g,0.0006708203932499369,,,33,31
26,1,104.46672699999999,1.6033772993720024e-35,3.4366e-08,,,4850.628855,,, 0 1 0 0 0 0 2A1g, 1 0 0 1 3 0 0E2u,  11A2g  0A2g,  10A2u  2E2g,0.0007810249675906653,,,69,63
26,1,104.4736640000001,1.5432597056867113e-25,0.0005097,,,2009.359356,,, 0 0 0 0 3 0 0E1g, 0 0 0 0 2 1 0E1u,   7A2g  1E1g,   6A2u  1E1g,0.0003605551275463989,,,45,39
26,1,104.48522700000012,1.7701996244294432e-29,3.463e-06,,,2622.993012,,, 0 0 0 0 1 3 0A2g, 0 0 0 0 1 1 2E2u,   7A1g  0A2g,   7A1u  2E2g,0.0007810249675906653,,,15,15
26,1,104.72755299999972,1.4813408327113255e-27,0.00029062,,,2622.993012,,, 0 0 0 2 0 2 0E2g, 0 0 0 0 1 1 2E2u,   7A1g  2E2g,   7A1u  2E2g,0.0007071067811865475,,,15,15
26,1,104.77955999999995,1.0502793183261577e-32,4.9703e-05,,,4786.802087,,, 0 1 0 0 1 0 1E2u, 1 0 0 2 0 2 0E2g,  11A1u  2E2g,  12A1g  2E2g,0.0007615773105863909,,,23,25
26,1,104.81821100000025,1.7227794929817897e-32,2.1819e-06,,,4002.504257,,, 1 0 0 0 3 0 0E1g, 0 1 0 0 0 0 1E1u,   9A1g  1E1g,   9A1u  1E1g,0.0007211102550927978,,,19,19
26,1,104.82259700000031,3.4994348936696274e-26,0.00022251,,,2113.83302,,, 0 0 0 0 0 3 0E1u, 0 0 0 0 3 0 0E1g,   6A2u  1E1g,   7A2g  1E1g,0.0004242640687119285,,,39,45
26,1,104.86189199999899,1.7573180545512933e-34,2.6505e-07,,,4863.7519950000005,,, 0 1 0 0 2 0 0A1g, 0 1 0 0 1 0 1E2u,  17A2g  0A2g,  17A2u  2E2g,0.001,,,105,105
26,1,104.87569100000019,7.72431232092677e-35,3.6972e-07,,,4850.316398,,, 0 1 0 0 2 0 0A2u, 1 0 0 2 0 2 0E2g,  15A1u  0A2g,  14A1g  2E2g,0.0006403124237432849,,,31,29
26,1,104.88170700000046,1.8752517479609873e-34,1.5955e-07,,,4659.543664,,, 0 1 0 0 2 0 0A1g, 0 1 0 0 1 0 1E2u,  11A2g  0A2g,  11A2u  2E2g,0.0009486832980505138,,,69,69
26,1,104.88330599999972,2.047661101915706e-34,2.3936999999999995e-07,,,4786.308916,,, 0 1 0 0 2 0 0A1g, 0 1 0 0 1 0 1E2u,  15A2g  0A2g,  15A2u  2E2g,0.00044721359549995795,,,93,93
26,1,104.88628799999879,6.741399732938555e-35,1.8155e-07,,,4687.718352000001,,, 0 1 0 0 2 0 0A1g, 0 1 0 0 1 0 1E2u,  12A1g  0A1g,  12A1u  2E2g,0.0004242640687119285,,,25,25
26,1,104.89836699999978,7.871676847677566e-28,5.102e-06,,,1921.014055,,, 0 0 0 0 2 1 0E1u, 0 0 0 0 2 0 1E1g,   7A1u  1E1g,   7A1g  1E1g,0.0009219544457292888,,,15,15
26,1,104.95166399999971,3.681186591313068e-27,8.4704e-06,,,1904.4076920000002,,, 0 0 0 0 2 1 0E1u, 0 0 0 0 2 0 1E1g,   6A2u  1E1g,   6A2g  1E1g,0.000282842712474619,,,39,39
26,1,104.99499500000002,1.847007862773585e-27,1.4068e-05,,,1890.17478,,, 0 0 0 0 2 1 0E1u, 0 0 0 0 2 0 1E1g,   5A1u  1E1g,   5A1g  1E1g,0.0007071067811865475,,,11,11
26,1,105.00322699999924,4.775377510917508e-30,0.0014008,,,4247.14252,,, 1 0 0 0 0 3 0E1u, 1 0 0 0 3 0 0E1g,  13A1u  1E1g,  14A1g  1E1g,0.00022360679774997898,,,27,29
26,1,105.00903699999981,2.311982191018045e-33,8.2143e-06,,,4687.967970000001,,, 0 1 0 1 1 0 0E2u, 1 0 0 2 0 2 0E2g,   9A1u  2E2g,   8A1g  2E2g,0.0008602325267042626,,,19,17
26,1,105.48793600000045,1.141467075862816e-36,8.163e-09,,,4887.186431,,, 0 1 0 0 1 0 1E2g, 0 1 0 0 2 0 0A2u,  12A1g  2E2g,  13A1u  0A2g,0.001140175425099138,,,25,27
26,1,105.73027200000001,7.16930605629317e-23,0.00053282,,,646.952037,,, 0 0 0 1 0 0 0E1u, 0 0 0 0 0 0 1E1g,   4A2u  1E1g,   5A2g  1E1g,0.0005,,,27,33
26,1,105.79888699999992,8.79091665088496e-32,5.0923e-08,,,2868.902376,,, 0 0 0 0 0 0 4E2g, 0 0 0 0 3 1 0A1u,   8A1g  2E2g,   8A1u  0A1g,0.001140175425099138,,,17,17
26,1,105.85667099999955,7.418288496652794e-31,0.0001732,,,4198.130411,,, 0 1 0 1 0 0 0E1u, 0 1 0 1 0 0 0E1g,  13A1u  1E1g,  12A1g  1E1g,0.0004242640687119285,,,27,25
26,1,105.91972299999998,9.241193396102935e-37,5.4064999999999995e-09,,,4901.959001,,, 0 1 0 0 1 1 0A1u, 0 1 0 1 1 0 0E2g,  16A1u  0A1g,  15A1g  2E2g,0.0007615773105863909,,,33,31
26,1,105.95792800000027,7.069742336078211e-28,7.7251e-06,,,2025.9124219999999,,, 0 0 0 2 0 0 1E1g, 0 0 0 0 2 1 0E1u,   7A1g  1E1g,   7A1u  1E1g,0.0007280109889280518,,,15,15
26,1,105.99270999999999,3.267292569280398e-27,1.2675e-05,,,2009.359356,,, 0 0 0 2 0 0 1E1g, 0 0 0 0 2 1 0E1u,   6A2g  1E1g,   6A2u  1E1g,0.0006324555320336758,,,39,39
26,1,106.00493499999993,5.928183245475146e-35,7.8282e-08,,,4764.425371,,, 0 1 0 1 1 0 0E2u, 0 1 0 0 2 0 0A1g,  12A2u  2E2g,  11A2g  0A2g,0.0003605551275463989,,,75,69
26,1,106.16349799999989,1.7752842549878178e-42,4.4554e-08,,,8043.233425,,, 0 2 0 0 0 0 2A1g, 0 2 0 1 1 0 0E2u,   5A2g  0A2g,   5A2u  2E2g,0.0008062257748298549,,,33,33
